         513935 function calls (501521 primitive calls) in 1.434 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.074    0.037 array.py:1(<module>)
      170    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       48    0.000    0.000    0.000    0.000 _internal.py:853(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.000    0.000 masked.py:122(BaseMaskedArray)
    347/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
        1    0.000    0.000    0.007    0.007 main.py:1(<module>)
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
       50    0.000    0.000    0.000    0.000 core.py:933(__init__)
        3    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        9    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       89    0.000    0.000    0.036    0.000 <frozen importlib._bootstrap_external>:1207(_cache_bytecode)
        3    0.000    0.000    0.006    0.002 ops.py:1(<module>)
        3    0.000    0.000    0.009    0.003 readers.py:1(<module>)
      458    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
        1    0.000    0.000    0.003    0.003 recipes.py:1(<module>)
        1    0.000    0.000    0.010    0.010 groupby.py:1(<module>)
        1    0.000    0.000    0.000    0.000 period.py:124(PeriodArray)
      437    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
        2    0.000    0.000    0.042    0.021 connection.py:1(<module>)
        2    0.000    0.000    0.006    0.003 request.py:1(<module>)
        1    0.000    0.000    0.005    0.005 shutil.py:1(<module>)
       27    0.000    0.000    0.001    0.000 _add_newdocs_scalars.py:76(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
       83    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
      372    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.028    0.014 construction.py:1(<module>)
      249    0.000    0.000    0.001    0.000 typing.py:317(_deduplicate)
        1    0.000    0.000    0.000    0.000 _base.py:955(ExcelWriter)
      648    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
      440    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
        2    0.000    0.000    0.010    0.005 interval.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:3510(Table)
        1    0.000    0.000    0.000    0.000 multiarray.py:81(_override___module__)
       89    0.000    0.000    0.124    0.001 <frozen importlib._bootstrap_external>:1054(source_to_code)
      530    0.000    0.000    0.000    0.000 _parser.py:83(groups)
        1    0.000    0.000    0.000    0.000 _sysconfigdata__x86_64-linux-gnu.py:1(<module>)
      122    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
        1    0.000    0.000    0.002    0.002 cast.py:1(<module>)
      198    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       73    0.000    0.000    0.002    0.000 config.py:810(inner)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
        1    0.000    0.000    0.029    0.029 take.py:1(<module>)
      700    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.002    0.002 nanops.py:1(<module>)
        1    0.000    0.000    0.027    0.027 url.py:1(<module>)
  167/150    0.000    0.000    0.015    0.000 typing.py:508(__getitem__)
       44    0.000    0.000    0.001    0.000 {built-in method _abc._abc_register}
        5    0.000    0.000    0.001    0.000 inspect.py:2158(_signature_strip_non_python_syntax)
       21    0.000    0.000    0.001    0.000 typing.py:1966(__init_subclass__)
        5    0.000    0.000    0.003    0.001 inspect.py:2208(_signature_fromstr)
      266    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.015    0.015 cookiejar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 datetimelike.py:200(DatetimeLikeArrayMixin)
       21    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
       15    0.000    0.000    0.000    0.000 base.py:563(find)
        1    0.000    0.000    0.000    0.000 base_events.py:409(BaseEventLoop)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        2    0.000    0.000    0.003    0.001 pickle.py:1(<module>)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
       68    0.000    0.000    0.001    0.000 enum.py:967(_get_mixins_)
       47    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
        1    0.000    0.000    0.000    0.000 python_parser.py:96(PythonParser)
        1    0.000    0.000    0.000    0.000 cp950.py:1(<module>)
       20    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
       89    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:623(_calc_mode)
      458    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.001    0.001 multi.py:1(<module>)
        2    0.000    0.000    0.002    0.001 accessors.py:1(<module>)
      151    0.000    0.000    0.000    0.000 inspect.py:405(_has_coroutine_mark)
        1    0.000    0.000    0.009    0.009 _dtype_like.py:1(<module>)
        1    0.000    0.000    0.007    0.007 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
       23    0.000    0.000    0.000    0.000 config.py:880(is_one_of_factory)
       70    0.000    0.000    0.002    0.000 typing.py:1390(copy_with)
       13    0.000    0.000    0.000    0.000 functools.py:970(__set_name__)
        1    0.000    0.000    0.000    0.000 datetimes.py:116(DatetimeIndex)
      290    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       27    0.000    0.000    0.001    0.000 inspect.py:2292(p)
        2    0.000    0.000    0.017    0.008 format.py:1(<module>)
      458    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
     97/7    0.000    0.000    0.208    0.030 <frozen importlib._bootstrap>:1375(_gcd_import)
        1    0.000    0.000    0.001    0.001 selector_events.py:1(<module>)
        1    0.000    0.000    0.017    0.017 series.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
       15    0.000    0.000    0.001    0.000 common.py:1821(pandas_dtype)
       39    0.000    0.000    0.007    0.000 _decorators.py:487(__call__)
        1    0.000    0.000    0.000    0.000 base.py:114(ExtensionArray)
       24    0.000    0.000    0.000    0.000 __init__.py:695(mtime)
        1    0.000    0.000    0.000    0.000 array.py:295(SparseArray)
        7    0.000    0.000    0.000    0.000 threading.py:124(RLock)
      700    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        2    0.000    0.000    0.177    0.089 client.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:637(HTTPDefaultErrorHandler)
       53    0.000    0.000    0.000    0.000 accessor.py:81(forbid_nonstring_types)
        1    0.000    0.000    0.002    0.002 merge.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pathlib.py:812(PureWindowsPath)
        1    0.000    0.000    0.001    0.001 blocks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:1(<module>)
       42    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
       23    0.000    0.000    0.000    0.000 dataclasses.py:760(_get_field)
      126    0.000    0.000    0.074    0.001 __init__.py:226(compile)
       31    0.000    0.000    0.001    0.000 contextlib.py:272(contextmanager)
       46    0.000    0.000    0.002    0.000 typing.py:1458(copy_with)
        4    0.000    0.000    0.005    0.001 _common.py:1(<module>)
      106    0.000    0.000    0.001    0.000 typing.py:977(_typevar_subst)
      202    0.000    0.000    0.000    0.000 _decorators.py:527(decorator)
        1    0.000    0.000    0.000    0.000 cp437.py:25(StreamWriter)
       21    0.000    0.000    0.002    0.000 typing.py:1822(__new__)
      204    0.000    0.000    0.000    0.000 typing.py:1598(_value_and_type_iter)
        1    0.000    0.000    0.002    0.002 extras.py:1(<module>)
      267    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
      972    0.000    0.000    0.000    0.000 inspect.py:2765(name)
        6    0.000    0.000    0.000    0.000 numeric.py:2750(extend_all)
       22    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        1    0.000    0.000    0.001    0.001 interval.py:183(IntervalArray)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       81    0.000    0.000    0.000    0.000 _compiler.py:467(_get_charset_prefix)
        1    0.000    0.000    0.016    0.016 ssl.py:1(<module>)
        1    0.000    0.000    0.004    0.004 pathlib.py:1(<module>)
      801    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        6    0.000    0.000    0.004    0.001 dataclasses.py:568(_init_fn)
        1    0.000    0.000    0.001    0.001 _shape_base_impl.py:1(<module>)
       21    0.000    0.000    0.001    0.000 ipaddress.py:1502(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:496(inner)
       33    0.000    0.000    0.001    0.000 docstrings.py:8(make_flex_doc)
      346    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        1    0.000    0.000    0.001    0.001 _arraysetops_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1129(_Unpickler)
       18    0.000    0.000    0.000    0.000 message.py:494(get)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.001    0.001 _type_check_impl.py:1(<module>)
       17    0.000    0.000    0.002    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.000    0.000 groupby.py:998(GroupBy)
        2    0.000    0.000    0.044    0.022 indexing.py:1(<module>)
       12    0.000    0.000    0.004    0.000 extension.py:129(wrapper)
        1    0.000    0.000    0.000    0.000 dtypes.py:1700(SparseDtype)
       45    0.000    0.000    0.000    0.000 dataclasses.py:701(_is_type)
        1    0.000    0.000    0.001    0.001 resample.py:1(<module>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
      102    0.000    0.000    0.000    0.000 inspect.py:2799(__str__)
      240    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
        1    0.000    0.000    0.001    0.001 status_codes.py:109(_init)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs_iso2022.getcodec}
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
        1    0.000    0.000    0.002    0.002 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        2    0.000    0.000    0.003    0.002 subprocess.py:1(<module>)
       43    0.000    0.000    0.000    0.000 getlimits.py:412(__init__)
       65    0.000    0.000    0.005    0.000 {built-in method builtins.next}
      144    0.000    0.000    0.002    0.000 _parser.py:98(closegroup)
        1    0.000    0.000    0.009    0.009 shape_base.py:1(<module>)
      540    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      186    0.000    0.000    0.000    0.000 typing.py:961(_is_unpacked_typevartuple)
        1    0.000    0.000    0.022    0.022 base_events.py:1(<module>)
       34    0.000    0.000    0.001    0.000 ipaddress.py:2238(__init__)
      700    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
      612    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.002    0.002 tarfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
      138    0.000    0.000    0.000    0.000 __init__.py:447(_make)
        1    0.000    0.000    0.000    0.000 blocks.py:138(Block)
        1    0.000    0.000    0.000    0.000 range.py:77(RangeIndex)
      101    0.000    0.000    0.000    0.000 typing.py:307(_unpack_args)
        1    0.000    0.000    0.000    0.000 blocks.py:1869(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.001    0.001 asserters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        3    0.000    0.000    0.000    0.000 six.py:887(wrapper)
        2    0.000    0.000    0.002    0.001 period.py:1(<module>)
       35    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
        2    0.000    0.000    0.003    0.002 categorical.py:1(<module>)
       64    0.000    0.000    0.000    0.000 common.py:30(unpack_zerodim_and_defer)
       15    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        7    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
      151    0.000    0.000    0.001    0.000 inspect.py:428(isasyncgenfunction)
        1    0.000    0.000    0.001    0.001 period.py:82(PeriodIndex)
        1    0.000    0.000    0.000    0.000 managers.py:1077(BlockManager)
        1    0.000    0.000    0.000    0.000 resample.py:119(Resampler)
       35    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        1    0.000    0.000    0.000    0.000 resource_collection_client.py:1(<module>)
      110    0.000    0.000    0.000    0.000 __init__.py:28(decorator)
      133    0.000    0.000    0.000    0.000 expr.py:189(<genexpr>)
        1    0.000    0.000    0.000    0.000 selector_events.py:53(BaseSelectorEventLoop)
        1    0.000    0.000    0.001    0.001 platform.py:1(<module>)
       64    0.000    0.000    0.001    0.000 inspect.py:3066(replace)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
      120    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
       24    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
       87    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.013    0.013 _json.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:809(_sanity_check)
       34    0.000    0.000    0.000    0.000 enum.py:383(__init__)
    24/22    0.000    0.000    0.000    0.000 ast.py:477(generic_visit)
        3    0.000    0.000    0.002    0.001 _adapters.py:63(_repair_headers)
        2    0.000    0.000    0.004    0.002 models.py:1(<module>)
